,state_name,date,election_type,party,govt_type,election_key,state_abbr
1562,hawaii,2012-11-06,g,np,president,2012-11-06-g-HI,HI
1563,guam,2012-11-06,g,np,president,2012-11-06-g-GU,GU
1564,american samoa,2012-11-06,g,np,president,2012-11-06-g-AS,AS
1565,northern mariana islands,2012-11-06,g,np,president,2012-11-06-g-MP,MP
1566,virgin islands,2012-11-06,g,np,president,2012-11-06-g-VI,VI
1567,puerto rico,2012-11-06,g,np,president,2012-11-06-g-PR,PR
1568,alabama,2016-11-01,g,np,president,2016-11-01-g-AL,AL
1569,arizona,2016-11-01,g,np,president,2016-11-01-g-AZ,AZ
1570,arkansas,2016-11-01,g,np,president,2016-11-01-g-AR,AR
1571,california,2016-11-01,g,np,president,2016-11-01-g-CA,CA
1572,colorado,2016-11-01,g,np,president,2016-11-01-g-CO,CO
1573,connecticut,2016-11-01,g,np,president,2016-11-01-g-CT,CT
1574,delaware,2016-11-01,g,np,president,2016-11-01-g-DE,DE
1575,district of columbia,2016-11-01,g,np,president,2016-11-01-g-DC,DC
1576,florida,2016-11-01,g,np,president,2016-11-01-g-FL,FL
1577,georgia,2016-11-01,g,np,president,2016-11-01-g-GA,GA
1578,idaho,2016-11-01,g,np,president,2016-11-01-g-ID,ID
1579,illinois,2016-11-01,g,np,president,2016-11-01-g-IL,IL
1580,indiana,2016-11-01,g,np,president,2016-11-01-g-IN,IN
1581,iowa,2016-11-01,g,np,president,2016-11-01-g-IA,IA
1582,kansas,2016-11-01,g,np,president,2016-11-01-g-KS,KS
1583,kentucky,2016-11-01,g,np,president,2016-11-01-g-KY,KY
1584,louisiana,2016-11-01,g,np,president,2016-11-01-g-LA,LA
1585,maine,2016-11-01,g,np,president,2016-11-01-g-ME,ME
1586,montana,2016-11-01,g,np,president,2016-11-01-g-MT,MT
1587,nebraska,2016-11-01,g,np,president,2016-11-01-g-NE,NE
1588,nevada,2016-11-01,g,np,president,2016-11-01-g-NV,NV
1589,new hampshire,2016-11-01,g,np,president,2016-11-01-g-NH,NH
1590,new jersey,2016-11-01,g,np,president,2016-11-01-g-NJ,NJ
1591,new mexico,2016-11-01,g,np,president,2016-11-01-g-NM,NM
1592,new york,2016-11-01,g,np,president,2016-11-01-g-NY,NY
1593,north carolina,2016-11-01,g,np,president,2016-11-01-g-NC,NC
1594,north dakota,2016-11-01,g,np,president,2016-11-01-g-ND,ND
1595,ohio,2016-11-01,g,np,president,2016-11-01-g-OH,OH
1596,oklahoma,2016-11-01,g,np,president,2016-11-01-g-OK,OK
1597,oregon,2016-11-01,g,np,president,2016-11-01-g-OR,OR
1598,maryland,2016-11-01,g,np,president,2016-11-01-g-MD,MD
1599,massachusetts,2016-11-01,g,np,president,2016-11-01-g-MA,MA
1600,michigan,2016-11-01,g,np,president,2016-11-01-g-MI,MI
1601,minnesota,2016-11-01,g,np,president,2016-11-01-g-MN,MN
1602,mississippi,2016-11-01,g,np,president,2016-11-01-g-MS,MS
1603,missouri,2016-11-01,g,np,president,2016-11-01-g-MO,MO
1604,pennsylvania,2016-11-01,g,np,president,2016-11-01-g-PA,PA
1605,rhode island,2016-11-01,g,np,president,2016-11-01-g-RI,RI
1606,south carolina,2016-11-01,g,np,president,2016-11-01-g-SC,SC
1607,south dakota,2016-11-01,g,np,president,2016-11-01-g-SD,SD
1608,tennessee,2016-11-01,g,np,president,2016-11-01-g-TN,TN
1609,texas,2016-11-01,g,np,president,2016-11-01-g-TX,TX
1610,utah,2016-11-01,g,np,president,2016-11-01-g-UT,UT
1611,vermont,2016-11-01,g,np,president,2016-11-01-g-VT,VT
1612,virginia,2016-11-01,g,np,president,2016-11-01-g-VA,VA
1613,washington,2016-11-01,g,np,president,2016-11-01-g-WA,WA
1614,west virginia,2016-11-01,g,np,president,2016-11-01-g-WV,WV
1615,wisconsin,2016-11-01,g,np,president,2016-11-01-g-WI,WI
1616,wyoming,2016-11-01,g,np,president,2016-11-01-g-WY,WY
1617,alaska,2016-11-01,g,np,president,2016-11-01-g-AK,AK
1618,hawaii,2016-11-01,g,np,president,2016-11-01-g-HI,HI
1619,guam,2016-11-01,g,np,president,2016-11-01-g-GU,GU
1620,american samoa,2016-11-01,g,np,president,2016-11-01-g-AS,AS
1621,northern mariana islands,2016-11-01,g,np,president,2016-11-01-g-MP,MP
1622,virgin islands,2016-11-01,g,np,president,2016-11-01-g-VI,VI
1623,puerto rico,2016-11-01,g,np,president,2016-11-01-g-PR,PR
1624,alabama,2020-11-03,g,np,president,2020-11-03-g-AL,AL
1625,arizona,2020-11-03,g,np,president,2020-11-03-g-AZ,AZ
1626,arkansas,2020-11-03,g,np,president,2020-11-03-g-AR,AR
1627,california,2020-11-03,g,np,president,2020-11-03-g-CA,CA
1628,colorado,2020-11-03,g,np,president,2020-11-03-g-CO,CO
1629,connecticut,2020-11-03,g,np,president,2020-11-03-g-CT,CT
1630,delaware,2020-11-03,g,np,president,2020-11-03-g-DE,DE
1631,district of columbia,2020-11-03,g,np,president,2020-11-03-g-DC,DC
1632,florida,2020-11-03,g,np,president,2020-11-03-g-FL,FL
1633,georgia,2020-11-03,g,np,president,2020-11-03-g-GA,GA
1634,idaho,2020-11-03,g,np,president,2020-11-03-g-ID,ID
1635,illinois,2020-11-03,g,np,president,2020-11-03-g-IL,IL
1636,indiana,2020-11-03,g,np,president,2020-11-03-g-IN,IN
1637,iowa,2020-11-03,g,np,president,2020-11-03-g-IA,IA
1638,kansas,2020-11-03,g,np,president,2020-11-03-g-KS,KS
1639,kentucky,2020-11-03,g,np,president,2020-11-03-g-KY,KY
1640,louisiana,2020-11-03,g,np,president,2020-11-03-g-LA,LA
1641,maine,2020-11-03,g,np,president,2020-11-03-g-ME,ME
1642,montana,2020-11-03,g,np,president,2020-11-03-g-MT,MT
1643,nebraska,2020-11-03,g,np,president,2020-11-03-g-NE,NE
1644,nevada,2020-11-03,g,np,president,2020-11-03-g-NV,NV
1645,new hampshire,2020-11-03,g,np,president,2020-11-03-g-NH,NH
1646,new jersey,2020-11-03,g,np,president,2020-11-03-g-NJ,NJ
1647,new mexico,2020-11-03,g,np,president,2020-11-03-g-NM,NM
1648,new york,2020-11-03,g,np,president,2020-11-03-g-NY,NY
1649,north carolina,2020-11-03,g,np,president,2020-11-03-g-NC,NC
1650,north dakota,2020-11-03,g,np,president,2020-11-03-g-ND,ND
1651,ohio,2020-11-03,g,np,president,2020-11-03-g-OH,OH
1652,oklahoma,2020-11-03,g,np,president,2020-11-03-g-OK,OK
1653,oregon,2020-11-03,g,np,president,2020-11-03-g-OR,OR
1654,maryland,2020-11-03,g,np,president,2020-11-03-g-MD,MD
1655,massachusetts,2020-11-03,g,np,president,2020-11-03-g-MA,MA
1656,michigan,2020-11-03,g,np,president,2020-11-03-g-MI,MI
1657,minnesota,2020-11-03,g,np,president,2020-11-03-g-MN,MN
1658,mississippi,2020-11-03,g,np,president,2020-11-03-g-MS,MS
1659,missouri,2020-11-03,g,np,president,2020-11-03-g-MO,MO
1660,pennsylvania,2020-11-03,g,np,president,2020-11-03-g-PA,PA
1661,rhode island,2020-11-03,g,np,president,2020-11-03-g-RI,RI
1662,south carolina,2020-11-03,g,np,president,2020-11-03-g-SC,SC
1663,south dakota,2020-11-03,g,np,president,2020-11-03-g-SD,SD
1664,tennessee,2020-11-03,g,np,president,2020-11-03-g-TN,TN
1665,texas,2020-11-03,g,np,president,2020-11-03-g-TX,TX
1666,utah,2020-11-03,g,np,president,2020-11-03-g-UT,UT
1667,vermont,2020-11-03,g,np,president,2020-11-03-g-VT,VT
1668,virginia,2020-11-03,g,np,president,2020-11-03-g-VA,VA
1669,washington,2020-11-03,g,np,president,2020-11-03-g-WA,WA
1670,west virginia,2020-11-03,g,np,president,2020-11-03-g-WV,WV
1671,wisconsin,2020-11-03,g,np,president,2020-11-03-g-WI,WI
1672,wyoming,2020-11-03,g,np,president,2020-11-03-g-WY,WY
1673,alaska,2020-11-03,g,np,president,2020-11-03-g-AK,AK
1674,hawaii,2020-11-03,g,np,president,2020-11-03-g-HI,HI
1675,guam,2020-11-03,g,np,president,2020-11-03-g-GU,GU
1676,american samoa,2020-11-03,g,np,president,2020-11-03-g-AS,AS
1677,northern mariana islands,2020-11-03,g,np,president,2020-11-03-g-MP,MP
1678,virgin islands,2020-11-03,g,np,president,2020-11-03-g-VI,VI
1679,puerto rico,2020-11-03,g,np,president,2020-11-03-g-PR,PR
