,state_name,date,election_type,party,govt_type,election_key,state_abbr
389,northern mariana islands,1994-11-01,g,np,congress,1994-11-01-g-MP,MP
390,virgin islands,1994-11-01,g,np,congress,1994-11-01-g-VI,VI
391,puerto rico,1994-11-01,g,np,congress,1994-11-01-g-PR,PR
392,alabama,1996-11-05,g,np,congress,1996-11-05-g-AL,AL
393,arizona,1996-11-05,g,np,congress,1996-11-05-g-AZ,AZ
394,arkansas,1996-11-05,g,np,congress,1996-11-05-g-AR,AR
395,california,1996-11-05,g,np,congress,1996-11-05-g-CA,CA
396,colorado,1996-11-05,g,np,congress,1996-11-05-g-CO,CO
397,connecticut,1996-11-05,g,np,congress,1996-11-05-g-CT,CT
398,delaware,1996-11-05,g,np,congress,1996-11-05-g-DE,DE
399,district of columbia,1996-11-05,g,np,congress,1996-11-05-g-DC,DC
400,florida,1996-11-05,g,np,congress,1996-11-05-g-FL,FL
401,georgia,1996-11-05,g,np,congress,1996-11-05-g-GA,GA
402,idaho,1996-11-05,g,np,congress,1996-11-05-g-ID,ID
403,illinois,1996-11-05,g,np,congress,1996-11-05-g-IL,IL
404,indiana,1996-11-05,g,np,congress,1996-11-05-g-IN,IN
405,iowa,1996-11-05,g,np,congress,1996-11-05-g-IA,IA
406,kansas,1996-11-05,g,np,congress,1996-11-05-g-KS,KS
407,kentucky,1996-11-05,g,np,congress,1996-11-05-g-KY,KY
408,louisiana,1996-11-05,g,np,congress,1996-11-05-g-LA,LA
409,maine,1996-11-05,g,np,congress,1996-11-05-g-ME,ME
410,montana,1996-11-05,g,np,congress,1996-11-05-g-MT,MT
411,nebraska,1996-11-05,g,np,congress,1996-11-05-g-NE,NE
412,nevada,1996-11-05,g,np,congress,1996-11-05-g-NV,NV
413,new hampshire,1996-11-05,g,np,congress,1996-11-05-g-NH,NH
414,new jersey,1996-11-05,g,np,congress,1996-11-05-g-NJ,NJ
415,new mexico,1996-11-05,g,np,congress,1996-11-05-g-NM,NM
416,new york,1996-11-05,g,np,congress,1996-11-05-g-NY,NY
417,north carolina,1996-11-05,g,np,congress,1996-11-05-g-NC,NC
418,north dakota,1996-11-05,g,np,congress,1996-11-05-g-ND,ND
419,ohio,1996-11-05,g,np,congress,1996-11-05-g-OH,OH
420,oklahoma,1996-11-05,g,np,congress,1996-11-05-g-OK,OK
421,oregon,1996-11-05,g,np,congress,1996-11-05-g-OR,OR
422,maryland,1996-11-05,g,np,congress,1996-11-05-g-MD,MD
423,massachusetts,1996-11-05,g,np,congress,1996-11-05-g-MA,MA
424,michigan,1996-11-05,g,np,congress,1996-11-05-g-MI,MI
425,minnesota,1996-11-05,g,np,congress,1996-11-05-g-MN,MN
426,mississippi,1996-11-05,g,np,congress,1996-11-05-g-MS,MS
427,missouri,1996-11-05,g,np,congress,1996-11-05-g-MO,MO
428,pennsylvania,1996-11-05,g,np,congress,1996-11-05-g-PA,PA
429,rhode island,1996-11-05,g,np,congress,1996-11-05-g-RI,RI
430,south carolina,1996-11-05,g,np,congress,1996-11-05-g-SC,SC
431,south dakota,1996-11-05,g,np,congress,1996-11-05-g-SD,SD
432,tennessee,1996-11-05,g,np,congress,1996-11-05-g-TN,TN
433,texas,1996-11-05,g,np,congress,1996-11-05-g-TX,TX
434,utah,1996-11-05,g,np,congress,1996-11-05-g-UT,UT
435,vermont,1996-11-05,g,np,congress,1996-11-05-g-VT,VT
436,virginia,1996-11-05,g,np,congress,1996-11-05-g-VA,VA
437,washington,1996-11-05,g,np,congress,1996-11-05-g-WA,WA
438,west virginia,1996-11-05,g,np,congress,1996-11-05-g-WV,WV
439,wisconsin,1996-11-05,g,np,congress,1996-11-05-g-WI,WI
440,wyoming,1996-11-05,g,np,congress,1996-11-05-g-WY,WY
441,alaska,1996-11-05,g,np,congress,1996-11-05-g-AK,AK
442,hawaii,1996-11-05,g,np,congress,1996-11-05-g-HI,HI
443,guam,1996-11-05,g,np,congress,1996-11-05-g-GU,GU
444,american samoa,1996-11-05,g,np,congress,1996-11-05-g-AS,AS
445,northern mariana islands,1996-11-05,g,np,congress,1996-11-05-g-MP,MP
446,virgin islands,1996-11-05,g,np,congress,1996-11-05-g-VI,VI
447,puerto rico,1996-11-05,g,np,congress,1996-11-05-g-PR,PR
448,alabama,1998-11-03,g,np,congress,1998-11-03-g-AL,AL
449,arizona,1998-11-03,g,np,congress,1998-11-03-g-AZ,AZ
450,arkansas,1998-11-03,g,np,congress,1998-11-03-g-AR,AR
451,california,1998-11-03,g,np,congress,1998-11-03-g-CA,CA
452,colorado,1998-11-03,g,np,congress,1998-11-03-g-CO,CO
453,connecticut,1998-11-03,g,np,congress,1998-11-03-g-CT,CT
454,delaware,1998-11-03,g,np,congress,1998-11-03-g-DE,DE
455,district of columbia,1998-11-03,g,np,congress,1998-11-03-g-DC,DC
456,florida,1998-11-03,g,np,congress,1998-11-03-g-FL,FL
457,georgia,1998-11-03,g,np,congress,1998-11-03-g-GA,GA
458,idaho,1998-11-03,g,np,congress,1998-11-03-g-ID,ID
459,illinois,1998-11-03,g,np,congress,1998-11-03-g-IL,IL
460,indiana,1998-11-03,g,np,congress,1998-11-03-g-IN,IN
461,iowa,1998-11-03,g,np,congress,1998-11-03-g-IA,IA
462,kansas,1998-11-03,g,np,congress,1998-11-03-g-KS,KS
463,kentucky,1998-11-03,g,np,congress,1998-11-03-g-KY,KY
464,louisiana,1998-11-03,g,np,congress,1998-11-03-g-LA,LA
465,maine,1998-11-03,g,np,congress,1998-11-03-g-ME,ME
466,montana,1998-11-03,g,np,congress,1998-11-03-g-MT,MT
467,nebraska,1998-11-03,g,np,congress,1998-11-03-g-NE,NE
468,nevada,1998-11-03,g,np,congress,1998-11-03-g-NV,NV
469,new hampshire,1998-11-03,g,np,congress,1998-11-03-g-NH,NH
470,new jersey,1998-11-03,g,np,congress,1998-11-03-g-NJ,NJ
471,new mexico,1998-11-03,g,np,congress,1998-11-03-g-NM,NM
472,new york,1998-11-03,g,np,congress,1998-11-03-g-NY,NY
473,north carolina,1998-11-03,g,np,congress,1998-11-03-g-NC,NC
474,north dakota,1998-11-03,g,np,congress,1998-11-03-g-ND,ND
475,ohio,1998-11-03,g,np,congress,1998-11-03-g-OH,OH
476,oklahoma,1998-11-03,g,np,congress,1998-11-03-g-OK,OK
477,oregon,1998-11-03,g,np,congress,1998-11-03-g-OR,OR
478,maryland,1998-11-03,g,np,congress,1998-11-03-g-MD,MD
479,massachusetts,1998-11-03,g,np,congress,1998-11-03-g-MA,MA
480,michigan,1998-11-03,g,np,congress,1998-11-03-g-MI,MI
481,minnesota,1998-11-03,g,np,congress,1998-11-03-g-MN,MN
482,mississippi,1998-11-03,g,np,congress,1998-11-03-g-MS,MS
483,missouri,1998-11-03,g,np,congress,1998-11-03-g-MO,MO
484,pennsylvania,1998-11-03,g,np,congress,1998-11-03-g-PA,PA
485,rhode island,1998-11-03,g,np,congress,1998-11-03-g-RI,RI
486,south carolina,1998-11-03,g,np,congress,1998-11-03-g-SC,SC
487,south dakota,1998-11-03,g,np,congress,1998-11-03-g-SD,SD
488,tennessee,1998-11-03,g,np,congress,1998-11-03-g-TN,TN
489,texas,1998-11-03,g,np,congress,1998-11-03-g-TX,TX
490,utah,1998-11-03,g,np,congress,1998-11-03-g-UT,UT
491,vermont,1998-11-03,g,np,congress,1998-11-03-g-VT,VT
492,virginia,1998-11-03,g,np,congress,1998-11-03-g-VA,VA
493,washington,1998-11-03,g,np,congress,1998-11-03-g-WA,WA
494,west virginia,1998-11-03,g,np,congress,1998-11-03-g-WV,WV
495,wisconsin,1998-11-03,g,np,congress,1998-11-03-g-WI,WI
496,wyoming,1998-11-03,g,np,congress,1998-11-03-g-WY,WY
497,alaska,1998-11-03,g,np,congress,1998-11-03-g-AK,AK
498,hawaii,1998-11-03,g,np,congress,1998-11-03-g-HI,HI
499,guam,1998-11-03,g,np,congress,1998-11-03-g-GU,GU
500,american samoa,1998-11-03,g,np,congress,1998-11-03-g-AS,AS
501,northern mariana islands,1998-11-03,g,np,congress,1998-11-03-g-MP,MP
502,virgin islands,1998-11-03,g,np,congress,1998-11-03-g-VI,VI
503,puerto rico,1998-11-03,g,np,congress,1998-11-03-g-PR,PR
504,alabama,2000-11-07,g,np,congress,2000-11-07-g-AL,AL
505,arizona,2000-11-07,g,np,congress,2000-11-07-g-AZ,AZ
506,arkansas,2000-11-07,g,np,congress,2000-11-07-g-AR,AR
507,california,2000-11-07,g,np,congress,2000-11-07-g-CA,CA
508,colorado,2000-11-07,g,np,congress,2000-11-07-g-CO,CO
509,connecticut,2000-11-07,g,np,congress,2000-11-07-g-CT,CT
510,delaware,2000-11-07,g,np,congress,2000-11-07-g-DE,DE
511,district of columbia,2000-11-07,g,np,congress,2000-11-07-g-DC,DC
512,florida,2000-11-07,g,np,congress,2000-11-07-g-FL,FL
513,georgia,2000-11-07,g,np,congress,2000-11-07-g-GA,GA
514,idaho,2000-11-07,g,np,congress,2000-11-07-g-ID,ID
515,illinois,2000-11-07,g,np,congress,2000-11-07-g-IL,IL
516,indiana,2000-11-07,g,np,congress,2000-11-07-g-IN,IN
517,iowa,2000-11-07,g,np,congress,2000-11-07-g-IA,IA
518,kansas,2000-11-07,g,np,congress,2000-11-07-g-KS,KS
519,kentucky,2000-11-07,g,np,congress,2000-11-07-g-KY,KY
520,louisiana,2000-11-07,g,np,congress,2000-11-07-g-LA,LA
521,maine,2000-11-07,g,np,congress,2000-11-07-g-ME,ME
522,montana,2000-11-07,g,np,congress,2000-11-07-g-MT,MT
523,nebraska,2000-11-07,g,np,congress,2000-11-07-g-NE,NE
524,nevada,2000-11-07,g,np,congress,2000-11-07-g-NV,NV
525,new hampshire,2000-11-07,g,np,congress,2000-11-07-g-NH,NH
526,new jersey,2000-11-07,g,np,congress,2000-11-07-g-NJ,NJ
527,new mexico,2000-11-07,g,np,congress,2000-11-07-g-NM,NM
528,new york,2000-11-07,g,np,congress,2000-11-07-g-NY,NY
529,north carolina,2000-11-07,g,np,congress,2000-11-07-g-NC,NC
530,north dakota,2000-11-07,g,np,congress,2000-11-07-g-ND,ND
531,ohio,2000-11-07,g,np,congress,2000-11-07-g-OH,OH
532,oklahoma,2000-11-07,g,np,congress,2000-11-07-g-OK,OK
533,oregon,2000-11-07,g,np,congress,2000-11-07-g-OR,OR
534,maryland,2000-11-07,g,np,congress,2000-11-07-g-MD,MD
535,massachusetts,2000-11-07,g,np,congress,2000-11-07-g-MA,MA
536,michigan,2000-11-07,g,np,congress,2000-11-07-g-MI,MI
537,minnesota,2000-11-07,g,np,congress,2000-11-07-g-MN,MN
538,mississippi,2000-11-07,g,np,congress,2000-11-07-g-MS,MS
539,missouri,2000-11-07,g,np,congress,2000-11-07-g-MO,MO
540,pennsylvania,2000-11-07,g,np,congress,2000-11-07-g-PA,PA
541,rhode island,2000-11-07,g,np,congress,2000-11-07-g-RI,RI
542,south carolina,2000-11-07,g,np,congress,2000-11-07-g-SC,SC
543,south dakota,2000-11-07,g,np,congress,2000-11-07-g-SD,SD
544,tennessee,2000-11-07,g,np,congress,2000-11-07-g-TN,TN
545,texas,2000-11-07,g,np,congress,2000-11-07-g-TX,TX
546,utah,2000-11-07,g,np,congress,2000-11-07-g-UT,UT
547,vermont,2000-11-07,g,np,congress,2000-11-07-g-VT,VT
548,virginia,2000-11-07,g,np,congress,2000-11-07-g-VA,VA
549,washington,2000-11-07,g,np,congress,2000-11-07-g-WA,WA
550,west virginia,2000-11-07,g,np,congress,2000-11-07-g-WV,WV
551,wisconsin,2000-11-07,g,np,congress,2000-11-07-g-WI,WI
552,wyoming,2000-11-07,g,np,congress,2000-11-07-g-WY,WY
553,alaska,2000-11-07,g,np,congress,2000-11-07-g-AK,AK
554,hawaii,2000-11-07,g,np,congress,2000-11-07-g-HI,HI
555,guam,2000-11-07,g,np,congress,2000-11-07-g-GU,GU
556,american samoa,2000-11-07,g,np,congress,2000-11-07-g-AS,AS
557,northern mariana islands,2000-11-07,g,np,congress,2000-11-07-g-MP,MP
558,virgin islands,2000-11-07,g,np,congress,2000-11-07-g-VI,VI
559,puerto rico,2000-11-07,g,np,congress,2000-11-07-g-PR,PR
560,alabama,2002-11-05,g,np,congress,2002-11-05-g-AL,AL
561,arizona,2002-11-05,g,np,congress,2002-11-05-g-AZ,AZ
562,arkansas,2002-11-05,g,np,congress,2002-11-05-g-AR,AR
563,california,2002-11-05,g,np,congress,2002-11-05-g-CA,CA
564,colorado,2002-11-05,g,np,congress,2002-11-05-g-CO,CO
565,connecticut,2002-11-05,g,np,congress,2002-11-05-g-CT,CT
566,delaware,2002-11-05,g,np,congress,2002-11-05-g-DE,DE
567,district of columbia,2002-11-05,g,np,congress,2002-11-05-g-DC,DC
568,florida,2002-11-05,g,np,congress,2002-11-05-g-FL,FL
569,georgia,2002-11-05,g,np,congress,2002-11-05-g-GA,GA
570,idaho,2002-11-05,g,np,congress,2002-11-05-g-ID,ID
571,illinois,2002-11-05,g,np,congress,2002-11-05-g-IL,IL
572,indiana,2002-11-05,g,np,congress,2002-11-05-g-IN,IN
573,iowa,2002-11-05,g,np,congress,2002-11-05-g-IA,IA
574,kansas,2002-11-05,g,np,congress,2002-11-05-g-KS,KS
575,kentucky,2002-11-05,g,np,congress,2002-11-05-g-KY,KY
576,louisiana,2002-11-05,g,np,congress,2002-11-05-g-LA,LA
577,maine,2002-11-05,g,np,congress,2002-11-05-g-ME,ME
578,montana,2002-11-05,g,np,congress,2002-11-05-g-MT,MT
579,nebraska,2002-11-05,g,np,congress,2002-11-05-g-NE,NE
580,nevada,2002-11-05,g,np,congress,2002-11-05-g-NV,NV
581,new hampshire,2002-11-05,g,np,congress,2002-11-05-g-NH,NH
582,new jersey,2002-11-05,g,np,congress,2002-11-05-g-NJ,NJ
583,new mexico,2002-11-05,g,np,congress,2002-11-05-g-NM,NM
584,new york,2002-11-05,g,np,congress,2002-11-05-g-NY,NY
585,north carolina,2002-11-05,g,np,congress,2002-11-05-g-NC,NC
586,north dakota,2002-11-05,g,np,congress,2002-11-05-g-ND,ND
587,ohio,2002-11-05,g,np,congress,2002-11-05-g-OH,OH
588,oklahoma,2002-11-05,g,np,congress,2002-11-05-g-OK,OK
589,oregon,2002-11-05,g,np,congress,2002-11-05-g-OR,OR
590,maryland,2002-11-05,g,np,congress,2002-11-05-g-MD,MD
591,massachusetts,2002-11-05,g,np,congress,2002-11-05-g-MA,MA
592,michigan,2002-11-05,g,np,congress,2002-11-05-g-MI,MI
593,minnesota,2002-11-05,g,np,congress,2002-11-05-g-MN,MN
594,mississippi,2002-11-05,g,np,congress,2002-11-05-g-MS,MS
595,missouri,2002-11-05,g,np,congress,2002-11-05-g-MO,MO
596,pennsylvania,2002-11-05,g,np,congress,2002-11-05-g-PA,PA
597,rhode island,2002-11-05,g,np,congress,2002-11-05-g-RI,RI
598,south carolina,2002-11-05,g,np,congress,2002-11-05-g-SC,SC
599,south dakota,2002-11-05,g,np,congress,2002-11-05-g-SD,SD
600,tennessee,2002-11-05,g,np,congress,2002-11-05-g-TN,TN
601,texas,2002-11-05,g,np,congress,2002-11-05-g-TX,TX
602,utah,2002-11-05,g,np,congress,2002-11-05-g-UT,UT
603,vermont,2002-11-05,g,np,congress,2002-11-05-g-VT,VT
604,virginia,2002-11-05,g,np,congress,2002-11-05-g-VA,VA
605,washington,2002-11-05,g,np,congress,2002-11-05-g-WA,WA
606,west virginia,2002-11-05,g,np,congress,2002-11-05-g-WV,WV
607,wisconsin,2002-11-05,g,np,congress,2002-11-05-g-WI,WI
608,wyoming,2002-11-05,g,np,congress,2002-11-05-g-WY,WY
609,alaska,2002-11-05,g,np,congress,2002-11-05-g-AK,AK
610,hawaii,2002-11-05,g,np,congress,2002-11-05-g-HI,HI
611,guam,2002-11-05,g,np,congress,2002-11-05-g-GU,GU
612,american samoa,2002-11-05,g,np,congress,2002-11-05-g-AS,AS
613,northern mariana islands,2002-11-05,g,np,congress,2002-11-05-g-MP,MP
614,virgin islands,2002-11-05,g,np,congress,2002-11-05-g-VI,VI
615,puerto rico,2002-11-05,g,np,congress,2002-11-05-g-PR,PR
616,alabama,2004-11-02,g,np,congress,2004-11-02-g-AL,AL
617,arizona,2004-11-02,g,np,congress,2004-11-02-g-AZ,AZ
618,arkansas,2004-11-02,g,np,congress,2004-11-02-g-AR,AR
619,california,2004-11-02,g,np,congress,2004-11-02-g-CA,CA
620,colorado,2004-11-02,g,np,congress,2004-11-02-g-CO,CO
621,connecticut,2004-11-02,g,np,congress,2004-11-02-g-CT,CT
622,delaware,2004-11-02,g,np,congress,2004-11-02-g-DE,DE
623,district of columbia,2004-11-02,g,np,congress,2004-11-02-g-DC,DC
624,florida,2004-11-02,g,np,congress,2004-11-02-g-FL,FL
625,georgia,2004-11-02,g,np,congress,2004-11-02-g-GA,GA
626,idaho,2004-11-02,g,np,congress,2004-11-02-g-ID,ID
627,illinois,2004-11-02,g,np,congress,2004-11-02-g-IL,IL
628,indiana,2004-11-02,g,np,congress,2004-11-02-g-IN,IN
629,iowa,2004-11-02,g,np,congress,2004-11-02-g-IA,IA
630,kansas,2004-11-02,g,np,congress,2004-11-02-g-KS,KS
631,kentucky,2004-11-02,g,np,congress,2004-11-02-g-KY,KY
632,louisiana,2004-11-02,g,np,congress,2004-11-02-g-LA,LA
633,maine,2004-11-02,g,np,congress,2004-11-02-g-ME,ME
634,montana,2004-11-02,g,np,congress,2004-11-02-g-MT,MT
635,nebraska,2004-11-02,g,np,congress,2004-11-02-g-NE,NE
636,nevada,2004-11-02,g,np,congress,2004-11-02-g-NV,NV
637,new hampshire,2004-11-02,g,np,congress,2004-11-02-g-NH,NH
638,new jersey,2004-11-02,g,np,congress,2004-11-02-g-NJ,NJ
639,new mexico,2004-11-02,g,np,congress,2004-11-02-g-NM,NM
640,new york,2004-11-02,g,np,congress,2004-11-02-g-NY,NY
641,north carolina,2004-11-02,g,np,congress,2004-11-02-g-NC,NC
642,north dakota,2004-11-02,g,np,congress,2004-11-02-g-ND,ND
643,ohio,2004-11-02,g,np,congress,2004-11-02-g-OH,OH
644,oklahoma,2004-11-02,g,np,congress,2004-11-02-g-OK,OK
645,oregon,2004-11-02,g,np,congress,2004-11-02-g-OR,OR
646,maryland,2004-11-02,g,np,congress,2004-11-02-g-MD,MD
647,massachusetts,2004-11-02,g,np,congress,2004-11-02-g-MA,MA
648,michigan,2004-11-02,g,np,congress,2004-11-02-g-MI,MI
649,minnesota,2004-11-02,g,np,congress,2004-11-02-g-MN,MN
650,mississippi,2004-11-02,g,np,congress,2004-11-02-g-MS,MS
651,missouri,2004-11-02,g,np,congress,2004-11-02-g-MO,MO
652,pennsylvania,2004-11-02,g,np,congress,2004-11-02-g-PA,PA
653,rhode island,2004-11-02,g,np,congress,2004-11-02-g-RI,RI
654,south carolina,2004-11-02,g,np,congress,2004-11-02-g-SC,SC
655,south dakota,2004-11-02,g,np,congress,2004-11-02-g-SD,SD
656,tennessee,2004-11-02,g,np,congress,2004-11-02-g-TN,TN
657,texas,2004-11-02,g,np,congress,2004-11-02-g-TX,TX
658,utah,2004-11-02,g,np,congress,2004-11-02-g-UT,UT
659,vermont,2004-11-02,g,np,congress,2004-11-02-g-VT,VT
660,virginia,2004-11-02,g,np,congress,2004-11-02-g-VA,VA
661,washington,2004-11-02,g,np,congress,2004-11-02-g-WA,WA
662,west virginia,2004-11-02,g,np,congress,2004-11-02-g-WV,WV
663,wisconsin,2004-11-02,g,np,congress,2004-11-02-g-WI,WI
664,wyoming,2004-11-02,g,np,congress,2004-11-02-g-WY,WY
665,alaska,2004-11-02,g,np,congress,2004-11-02-g-AK,AK
666,hawaii,2004-11-02,g,np,congress,2004-11-02-g-HI,HI
667,guam,2004-11-02,g,np,congress,2004-11-02-g-GU,GU
668,american samoa,2004-11-02,g,np,congress,2004-11-02-g-AS,AS
669,northern mariana islands,2004-11-02,g,np,congress,2004-11-02-g-MP,MP
670,virgin islands,2004-11-02,g,np,congress,2004-11-02-g-VI,VI
671,puerto rico,2004-11-02,g,np,congress,2004-11-02-g-PR,PR
672,alabama,2006-11-07,g,np,congress,2006-11-07-g-AL,AL
673,arizona,2006-11-07,g,np,congress,2006-11-07-g-AZ,AZ
674,arkansas,2006-11-07,g,np,congress,2006-11-07-g-AR,AR
675,california,2006-11-07,g,np,congress,2006-11-07-g-CA,CA
676,colorado,2006-11-07,g,np,congress,2006-11-07-g-CO,CO
677,connecticut,2006-11-07,g,np,congress,2006-11-07-g-CT,CT
678,delaware,2006-11-07,g,np,congress,2006-11-07-g-DE,DE
679,district of columbia,2006-11-07,g,np,congress,2006-11-07-g-DC,DC
680,florida,2006-11-07,g,np,congress,2006-11-07-g-FL,FL
681,georgia,2006-11-07,g,np,congress,2006-11-07-g-GA,GA
682,idaho,2006-11-07,g,np,congress,2006-11-07-g-ID,ID
683,illinois,2006-11-07,g,np,congress,2006-11-07-g-IL,IL
684,indiana,2006-11-07,g,np,congress,2006-11-07-g-IN,IN
685,iowa,2006-11-07,g,np,congress,2006-11-07-g-IA,IA
686,kansas,2006-11-07,g,np,congress,2006-11-07-g-KS,KS
687,kentucky,2006-11-07,g,np,congress,2006-11-07-g-KY,KY
688,louisiana,2006-11-07,g,np,congress,2006-11-07-g-LA,LA
689,maine,2006-11-07,g,np,congress,2006-11-07-g-ME,ME
690,montana,2006-11-07,g,np,congress,2006-11-07-g-MT,MT
691,nebraska,2006-11-07,g,np,congress,2006-11-07-g-NE,NE
692,nevada,2006-11-07,g,np,congress,2006-11-07-g-NV,NV
693,new hampshire,2006-11-07,g,np,congress,2006-11-07-g-NH,NH
694,new jersey,2006-11-07,g,np,congress,2006-11-07-g-NJ,NJ
695,new mexico,2006-11-07,g,np,congress,2006-11-07-g-NM,NM
696,new york,2006-11-07,g,np,congress,2006-11-07-g-NY,NY
697,north carolina,2006-11-07,g,np,congress,2006-11-07-g-NC,NC
698,north dakota,2006-11-07,g,np,congress,2006-11-07-g-ND,ND
699,ohio,2006-11-07,g,np,congress,2006-11-07-g-OH,OH
700,oklahoma,2006-11-07,g,np,congress,2006-11-07-g-OK,OK
701,oregon,2006-11-07,g,np,congress,2006-11-07-g-OR,OR
702,maryland,2006-11-07,g,np,congress,2006-11-07-g-MD,MD
703,massachusetts,2006-11-07,g,np,congress,2006-11-07-g-MA,MA
704,michigan,2006-11-07,g,np,congress,2006-11-07-g-MI,MI
705,minnesota,2006-11-07,g,np,congress,2006-11-07-g-MN,MN
706,mississippi,2006-11-07,g,np,congress,2006-11-07-g-MS,MS
707,missouri,2006-11-07,g,np,congress,2006-11-07-g-MO,MO
708,pennsylvania,2006-11-07,g,np,congress,2006-11-07-g-PA,PA
709,rhode island,2006-11-07,g,np,congress,2006-11-07-g-RI,RI
710,south carolina,2006-11-07,g,np,congress,2006-11-07-g-SC,SC
711,south dakota,2006-11-07,g,np,congress,2006-11-07-g-SD,SD
712,tennessee,2006-11-07,g,np,congress,2006-11-07-g-TN,TN
713,texas,2006-11-07,g,np,congress,2006-11-07-g-TX,TX
714,utah,2006-11-07,g,np,congress,2006-11-07-g-UT,UT
715,vermont,2006-11-07,g,np,congress,2006-11-07-g-VT,VT
716,virginia,2006-11-07,g,np,congress,2006-11-07-g-VA,VA
717,washington,2006-11-07,g,np,congress,2006-11-07-g-WA,WA
718,west virginia,2006-11-07,g,np,congress,2006-11-07-g-WV,WV
719,wisconsin,2006-11-07,g,np,congress,2006-11-07-g-WI,WI
720,wyoming,2006-11-07,g,np,congress,2006-11-07-g-WY,WY
721,alaska,2006-11-07,g,np,congress,2006-11-07-g-AK,AK
722,hawaii,2006-11-07,g,np,congress,2006-11-07-g-HI,HI
723,guam,2006-11-07,g,np,congress,2006-11-07-g-GU,GU
724,american samoa,2006-11-07,g,np,congress,2006-11-07-g-AS,AS
725,northern mariana islands,2006-11-07,g,np,congress,2006-11-07-g-MP,MP
726,virgin islands,2006-11-07,g,np,congress,2006-11-07-g-VI,VI
727,puerto rico,2006-11-07,g,np,congress,2006-11-07-g-PR,PR
728,alabama,2008-11-04,g,np,congress,2008-11-04-g-AL,AL
729,arizona,2008-11-04,g,np,congress,2008-11-04-g-AZ,AZ
730,arkansas,2008-11-04,g,np,congress,2008-11-04-g-AR,AR
731,california,2008-11-04,g,np,congress,2008-11-04-g-CA,CA
732,colorado,2008-11-04,g,np,congress,2008-11-04-g-CO,CO
733,connecticut,2008-11-04,g,np,congress,2008-11-04-g-CT,CT
734,delaware,2008-11-04,g,np,congress,2008-11-04-g-DE,DE
735,district of columbia,2008-11-04,g,np,congress,2008-11-04-g-DC,DC
736,florida,2008-11-04,g,np,congress,2008-11-04-g-FL,FL
737,georgia,2008-11-04,g,np,congress,2008-11-04-g-GA,GA
738,idaho,2008-11-04,g,np,congress,2008-11-04-g-ID,ID
739,illinois,2008-11-04,g,np,congress,2008-11-04-g-IL,IL
740,indiana,2008-11-04,g,np,congress,2008-11-04-g-IN,IN
741,iowa,2008-11-04,g,np,congress,2008-11-04-g-IA,IA
742,kansas,2008-11-04,g,np,congress,2008-11-04-g-KS,KS
743,kentucky,2008-11-04,g,np,congress,2008-11-04-g-KY,KY
744,louisiana,2008-11-04,g,np,congress,2008-11-04-g-LA,LA
745,maine,2008-11-04,g,np,congress,2008-11-04-g-ME,ME
746,montana,2008-11-04,g,np,congress,2008-11-04-g-MT,MT
747,nebraska,2008-11-04,g,np,congress,2008-11-04-g-NE,NE
748,nevada,2008-11-04,g,np,congress,2008-11-04-g-NV,NV
749,new hampshire,2008-11-04,g,np,congress,2008-11-04-g-NH,NH
750,new jersey,2008-11-04,g,np,congress,2008-11-04-g-NJ,NJ
751,new mexico,2008-11-04,g,np,congress,2008-11-04-g-NM,NM
752,new york,2008-11-04,g,np,congress,2008-11-04-g-NY,NY
753,north carolina,2008-11-04,g,np,congress,2008-11-04-g-NC,NC
754,north dakota,2008-11-04,g,np,congress,2008-11-04-g-ND,ND
755,ohio,2008-11-04,g,np,congress,2008-11-04-g-OH,OH
756,oklahoma,2008-11-04,g,np,congress,2008-11-04-g-OK,OK
757,oregon,2008-11-04,g,np,congress,2008-11-04-g-OR,OR
758,maryland,2008-11-04,g,np,congress,2008-11-04-g-MD,MD
759,massachusetts,2008-11-04,g,np,congress,2008-11-04-g-MA,MA
760,michigan,2008-11-04,g,np,congress,2008-11-04-g-MI,MI
761,minnesota,2008-11-04,g,np,congress,2008-11-04-g-MN,MN
762,mississippi,2008-11-04,g,np,congress,2008-11-04-g-MS,MS
763,missouri,2008-11-04,g,np,congress,2008-11-04-g-MO,MO
764,pennsylvania,2008-11-04,g,np,congress,2008-11-04-g-PA,PA
765,rhode island,2008-11-04,g,np,congress,2008-11-04-g-RI,RI
766,south carolina,2008-11-04,g,np,congress,2008-11-04-g-SC,SC
767,south dakota,2008-11-04,g,np,congress,2008-11-04-g-SD,SD
768,tennessee,2008-11-04,g,np,congress,2008-11-04-g-TN,TN
769,texas,2008-11-04,g,np,congress,2008-11-04-g-TX,TX
770,utah,2008-11-04,g,np,congress,2008-11-04-g-UT,UT
771,vermont,2008-11-04,g,np,congress,2008-11-04-g-VT,VT
772,virginia,2008-11-04,g,np,congress,2008-11-04-g-VA,VA
773,washington,2008-11-04,g,np,congress,2008-11-04-g-WA,WA
774,west virginia,2008-11-04,g,np,congress,2008-11-04-g-WV,WV
775,wisconsin,2008-11-04,g,np,congress,2008-11-04-g-WI,WI
776,wyoming,2008-11-04,g,np,congress,2008-11-04-g-WY,WY
777,alaska,2008-11-04,g,np,congress,2008-11-04-g-AK,AK
778,hawaii,2008-11-04,g,np,congress,2008-11-04-g-HI,HI
779,guam,2008-11-04,g,np,congress,2008-11-04-g-GU,GU
780,american samoa,2008-11-04,g,np,congress,2008-11-04-g-AS,AS
